1	N	48
1	J	48
0	J	48
1	R	48
2	N	48
2	J	49
1	W	49
2	R	49
3	N	63
3	J	64
2	E	68
1	J	68
3	R	68
3	W	74
1	R	74
4	N	74
4	J	74
1	W	74
4	R	74
5	N	106
5	J	107
4	W	107
5	R	107
4	J	109
5	E	110
4	R	110
0	J	110
4	W	115
0	R	115
0	W	115
4	J	718
4	R	718
0	J	718
4	W	718
0	R	718
4	J	787
4	R	787
0	J	787
6	N	788
6	J	789
4	W	789
6	R	789
6	E	795
4	J	795
4	R	795
7	N	795
7	J	796
4	W	796
7	R	796
4	J	798
7	E	799
4	R	799
0	J	799
4	W	800
0	R	800
4	J	808
4	R	808
0	J	808
4	W	808
0	R	808
3	J	3073
3	R	3073
3	W	3073
0	R	3073
4	J	32522
4	R	32522
0	J	32522
4	W	32522
0	R	32522
4	J	32547
4	R	32548
0	J	32548
4	W	32548
0	R	32548
4	J	32577
4	R	32578
0	J	32578
4	W	32578
0	R	32578
4	J	32877
4	R	32878
0	J	32878
4	W	32878
0	R	32878
4	J	32907
4	R	32908
0	J	32908
4	W	32908
0	R	32908
4	J	32927
4	R	32927
0	J	32927
4	W	32927
0	R	32927
4	J	32937
4	R	32938
0	J	32938
4	W	32938
0	R	32938
4	J	33072
4	R	33072
0	J	33072
8	N	33074
8	J	33074
4	W	33075
8	R	33075
8	E	33079
4	J	33079
4	R	33079
9	N	33079
9	J	33080
4	W	33080
9	R	33080
4	J	33082
9	E	33083
4	R	33083
0	J	33083
4	W	33084
0	R	33084
4	J	33087
4	R	33088
0	J	33088
4	W	33088
0	R	33088
4	J	33717
4	R	33718
0	J	33718
4	W	33718
0	R	33718
4	J	33747
4	R	33748
0	J	33748
4	W	33748
0	R	33748
4	J	33777
4	R	33778
0	J	33778
4	W	33778
0	R	33778
4	J	33807
4	R	33808
0	J	33808
4	W	33808
0	R	33808
4	J	34230
4	R	34230
0	J	34230
4	W	34230
0	R	34230
4	J	34257
4	R	34258
0	J	34258
4	W	34258
0	R	34258
4	J	34438
4	R	34438
0	J	34438
4	W	34438
0	R	34438
4	J	34467
4	R	34468
0	J	34468
4	W	34468
0	R	34468
4	J	34497
4	R	34498
0	J	34498
4	W	34498
0	R	34498
4	J	34527
4	R	34528
0	J	34528
4	W	34528
0	R	34528
4	J	34857
4	R	34858
0	J	34858
4	W	34858
0	R	34858
4	J	34887
4	R	34888
0	J	34888
4	W	34888
0	R	34888
4	J	34939
4	R	34939
0	J	34940
4	W	34940
0	R	34940
4	J	34947
4	R	34947
0	J	34948
4	W	34948
0	R	34948
4	J	35037
4	R	35037
0	J	35038
4	W	35038
0	R	35038
4	J	35056
4	R	35056
0	J	35057
4	W	35057
0	R	35057
4	J	35067
4	R	35067
0	J	35068
4	W	35068
0	R	35068
4	J	35097
4	R	35098
0	J	35098
4	W	35098
0	R	35098
4	J	35847
4	R	35847
0	J	35848
10	N	35848
10	J	35849
4	W	35849
10	R	35849
11	N	35851
11	J	35852
12	N	35852
12	J	35852
10	W	35852
12	R	35852
12	J	35882
11	R	35882
11	J	35912
12	R	35912
12	J	35942
11	R	35942
11	J	35972
12	R	35972
12	J	36002
11	R	36002
11	J	36032
12	R	36032
12	J	36062
11	R	36062
11	J	36092
12	R	36092
12	J	36122
11	R	36122
11	J	36152
12	R	36152
12	J	36182
11	R	36182
11	J	36212
12	R	36212
12	J	36242
11	R	36242
11	J	36272
12	R	36272
12	J	36302
11	R	36302
11	J	36332
12	R	36332
12	J	36362
11	R	36362
11	J	36392
12	R	36392
12	J	36422
11	R	36422
11	J	36452
12	R	36452
12	J	36482
11	R	36482
11	J	36512
12	R	36512
12	J	36542
11	R	36542
11	J	36572
12	R	36572
12	J	36602
11	R	36602
11	J	36632
12	R	36632
12	J	36662
11	R	36662
