11	J	36692
12	R	36692
12	J	36722
11	R	36722
11	J	36752
12	R	36752
12	J	36782
11	R	36782
11	J	36812
12	R	36812
12	J	36842
11	R	36842
11	J	36872
12	R	36872
12	J	36902
11	R	36902
11	J	36932
12	R	36932
12	J	36962
11	R	36962
11	J	36992
12	R	36992
12	J	37022
11	R	37022
11	J	37052
12	R	37052
12	J	37082
11	R	37082
11	J	37112
12	R	37112
12	J	37142
11	R	37142
11	J	37172
12	R	37172
12	J	37202
11	R	37202
11	J	37232
12	R	37232
12	J	37262
11	R	37262
11	J	37292
12	R	37292
12	J	37322
11	R	37322
11	J	37352
12	R	37352
12	J	37382
11	R	37382
11	J	37412
12	R	37412
12	J	37442
11	R	37442
11	J	37472
12	R	37472
12	J	37502
11	R	37502
11	J	37532
12	R	37532
12	J	37562
11	R	37562
11	J	37592
12	R	37592
12	J	37622
11	R	37622
11	J	37652
12	R	37652
12	J	37682
11	R	37682
11	J	37712
12	R	37712
12	J	37742
11	R	37742
11	J	37772
12	R	37772
12	J	37802
11	R	37802
11	J	37832
12	R	37832
12	E	37843
10	J	37843
10	R	37843
10	W	37843
11	R	37843
11	E	37853
10	J	37853
10	R	37853
10	E	37853
4	J	37854
4	R	37854
13	N	37854
13	J	37854
4	W	37855
13	R	37855
4	J	37857
13	E	37857
4	R	37858
0	J	37858
4	W	37858
0	R	37858
4	J	40046
4	R	40046
0	J	40046
4	W	40046
0	R	40046
4	J	40047
4	R	40047
0	J	40047
4	W	40047
0	R	40048
4	J	40140
4	R	40140
0	J	40140
4	W	40140
0	R	40140
4	J	40167
4	R	40167
0	J	40167
4	W	40167
0	R	40168
4	J	40377
4	R	40377
0	J	40377
4	W	40378
0	R	40378
4	J	40407
4	R	40407
0	J	40407
4	W	40407
0	R	40408
4	J	40437
4	R	40437
0	J	40437
4	W	40438
0	R	40438
4	J	40439
4	R	40439
0	J	40439
4	W	40439
0	R	40439
4	J	40572
4	R	40572
0	J	40572
14	N	40573
14	J	40574
4	W	40574
14	R	40574
