12	R	5613
12	J	5628
11	R	5628
11	J	5643
12	R	5643
12	J	5658
11	R	5658
11	J	5673
12	R	5673
12	J	5688
11	R	5688
11	J	5703
12	R	5703
12	J	5718
11	R	5718
11	J	5733
12	R	5733
12	J	5748
11	R	5748
11	J	5763
12	R	5763
12	J	5778
11	R	5778
11	J	5793
12	R	5793
12	J	5808
11	R	5808
11	J	5823
12	R	5823
12	J	5838
11	R	5838
11	J	5853
12	R	5853
12	J	5868
11	R	5868
11	J	5883
12	R	5883
12	J	5898
11	R	5898
11	J	5913
12	R	5913
12	J	5928
11	R	5928
11	J	5943
12	R	5943
12	J	5958
11	R	5958
11	J	5973
12	R	5973
12	J	5988
11	R	5988
11	J	6003
12	R	6003
12	J	6018
11	R	6018
11	J	6033
12	R	6033
12	J	6048
11	R	6048
11	J	6063
12	R	6063
12	J	6078
11	R	6078
11	J	6093
12	R	6093
12	J	6108
11	R	6108
11	J	6123
12	R	6123
12	J	6138
11	R	6138
11	J	6153
12	R	6153
12	J	6168
11	R	6168
11	J	6183
12	R	6183
12	J	6198
11	R	6198
11	J	6213
12	R	6213
12	J	6228
11	R	6228
11	J	6243
12	R	6243
12	J	6258
11	R	6258
11	J	6273
12	R	6273
12	J	6288
11	R	6288
11	J	6303
12	R	6303
12	J	6318
11	R	6318
11	J	6333
12	R	6333
12	J	6348
11	R	6348
11	J	6363
12	R	6363
12	J	6378
11	R	6378
11	J	6393
12	R	6393
12	J	6408
11	R	6408
11	J	6423
12	R	6423
12	J	6438
11	R	6438
11	J	6453
12	R	6453
12	J	6468
11	R	6468
11	J	6483
12	R	6483
12	J	6498
11	R	6498
11	J	6513
12	R	6513
12	J	6528
11	R	6528
11	J	6543
12	R	6543
12	J	6558
11	R	6558
11	J	6573
12	R	6573
12	J	6588
11	R	6588
11	J	6603
12	R	6603
12	J	6618
11	R	6618
11	J	6633
12	R	6633
12	J	6648
11	R	6648
11	J	6663
12	R	6663
12	J	6678
11	R	6678
11	J	6693
12	R	6693
12	J	6708
11	R	6708
11	J	6723
12	R	6723
12	J	6738
11	R	6738
11	J	6753
12	R	6753
12	J	6768
11	R	6768
11	J	6783
12	R	6783
12	J	6798
11	R	6798
11	J	6813
12	R	6813
12	J	6828
11	R	6828
11	J	6843
12	R	6843
12	J	6858
11	R	6858
11	J	6873
12	R	6873
12	J	6888
11	R	6888
11	J	6903
12	R	6903
12	J	6918
11	R	6918
11	J	6933
12	R	6933
12	J	6948
11	R	6948
11	J	6963
12	R	6963
12	J	6978
11	R	6978
11	J	6993
12	R	6993
12	J	7008
11	R	7008
11	J	7023
12	R	7023
12	J	7038
11	R	7038
11	J	7053
12	R	7053
12	J	7068
11	R	7068
11	J	7083
12	R	7083
12	J	7098
11	R	7098
11	J	7113
12	R	7113
12	J	7128
11	R	7128
11	J	7143
12	R	7143
12	J	7158
11	R	7158
11	J	7173
12	R	7173
12	J	7188
11	R	7188
11	J	7203
12	R	7203
12	J	7218
11	R	7218
11	J	7233
12	R	7233
12	J	7248
11	R	7248
11	J	7263
12	R	7263
12	J	7278
11	R	7278
11	J	7293
12	R	7293
12	E	7304
10	J	7304
10	R	7304
10	W	7304
11	R	7304
11	E	7314
10	J	7314
10	R	7314
10	E	7314
4	J	7314
4	R	7315
13	N	7315
13	J	7315
4	W	7316
13	R	7316
4	J	7318
13	E	7318
4	R	7319
0	J	7319
4	W	7319
0	R	7319
4	J	8428
4	R	8428
0	J	8428
4	W	8428
0	R	8428
4	J	8435
4	R	8435
0	J	8435
4	W	8435
0	R	8435
4	J	8488
4	R	8488
0	J	8488
4	W	8488
0	R	8488
4	J	8518
4	R	8518
0	J	8518
4	W	8518
0	R	8518
4	J	8698
4	R	8698
0	J	8698
4	W	8698
0	R	8698
4	J	8746
4	R	8747
0	J	8747
4	W	8747
0	R	8747
4	J	8758
4	R	8758
0	J	8758
4	W	8758
0	R	8758
4	J	8788
4	R	8788
0	J	8788
4	W	8788
0	R	8788
4	J	9118
4	R	9118
0	J	9118
14	N	9119
14	J	9119
4	W	9120
14	R	9120
